City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,kachug,53.9606,105.8817,2.25,70,100,1.34,RU,1698362077
278,pudozh,61.8099,36.5345,-3.36,80,23,1.79,RU,1698362077
279,broken hill,-31.95,141.4333,14.14,40,0,6.17,AU,1698362048
280,wau,7.7029,27.9953,22.37,95,100,2.06,SS,1698362077
281,pemba,-12.974,40.5178,26.39,83,40,2.57,MZ,1698362078
282,thinadhoo,0.5333,72.9333,27.51,78,76,7.34,MV,1698362078
283,nar'yan-mar,67.6713,53.087,-11.61,100,74,1.79,RU,1698362078
284,bandarbeyla,9.4942,50.8122,26.53,82,78,5.18,SO,1698362078
285,at-bashi,41.1702,75.8106,3.7,83,78,0.21,KG,1698362078
286,chibougamau,49.9168,-74.3659,1.79,93,100,2.06,CA,1698362079
287,lienen,52.15,7.9833,9.18,97,70,2.03,DE,1698362079
288,sinop,41.7711,34.8709,17.33,47,100,2.16,TR,1698362079
289,neustrelitz,53.3667,13.0833,8.28,93,84,1.71,DE,1698362079
290,santa cruz,-17.8,-63.1667,25.7,73,75,3.6,BO,1698361979
291,maubin,16.7333,95.65,24.35,90,100,1.04,MM,1698362080
292,lagdo,9.05,13.7333,25.4,44,93,1.03,CM,1698362080
293,cullowhee,35.3137,-83.1765,18.82,77,0,3.6,US,1698362081
294,eastham,41.8301,-69.9739,17.75,74,0,1.54,US,1698362081
295,cabedelo,-6.9811,-34.8339,25.37,81,18,3.89,BR,1698362081
296,constitucion,-35.3333,-72.4167,12.34,82,4,4.89,CL,1698362081
297,guatrache,-37.6678,-63.5302,14.94,79,81,4.94,AR,1698362081
298,douala,4.0483,9.7043,23.88,91,98,0.29,CM,1698362082
299,isiro,2.7739,27.616,19.69,99,92,0.85,CD,1698362082
300,perry,37.2506,-83.1999,24.1,73,74,1.36,US,1698361856
301,champerico,14.3,-91.9167,25.3,81,100,5.02,GT,1698362082
302,cockburn town,21.4612,-71.1419,27.57,71,1,10.12,TC,1698362082
303,fengcheng,40.4536,124.0717,4.64,40,0,2.27,CN,1698362083
304,barika,35.389,5.3658,19.43,39,62,0.95,DZ,1698362083
305,pisco,-13.7,-76.2167,20.03,83,100,1.54,PE,1698362083
306,hithadhoo,-0.6,73.0833,27.39,78,38,7.68,MV,1698362083
307,kristiansund,63.1115,7.732,1.36,75,58,1.54,NO,1698362083
308,kyaikkami,16.08,97.5675,25.99,88,100,3.13,MM,1698362084
309,pasuquin,18.3328,120.6177,25.97,89,40,2.06,PH,1698362084
310,mejit,10.2753,170.8646,28.25,75,14,5.08,MH,1698362084
311,porangatu,-13.4408,-49.1486,23.18,85,99,1.67,BR,1698362084
312,deqing,30.5448,119.9599,17.75,77,63,0.64,CN,1698362085
313,betio village,1.358,172.9211,28.02,76,61,3.68,KI,1698362085
314,kidal,18.4411,1.4078,28.1,12,55,3.56,ML,1698362085
315,ancud,-41.8697,-73.8203,10.35,88,100,4.85,CL,1698362085
316,jayapura,-2.5333,140.7,29.66,89,99,2.36,ID,1698362085
317,mercedes,-34.6515,-59.4307,19.36,48,25,3.56,AR,1698361809
318,arvayheer,46.2639,102.775,2.45,28,44,3.29,MN,1698362086
319,ca mau,9.1769,105.15,24.43,93,83,1.11,VN,1698362086
320,arno,60.1167,18.6333,3.21,79,100,4.73,SE,1698362086
321,taltal,-25.4,-70.4833,15.8,75,19,1.48,CL,1698362086
322,yakutsk,62.0339,129.7331,-13.02,92,100,0.0,RU,1698362087
323,terrace,54.5163,-128.6035,9.01,31,20,4.12,CA,1698362087
324,pozanti,37.4278,34.8717,17.34,50,100,0.29,TR,1698362087
325,inverell,-29.7833,151.1167,17.28,57,87,4.02,AU,1698362087
326,weno,7.4515,151.8468,30.97,79,75,3.09,FM,1698362087
327,mount gambier,-37.8333,140.7667,12.4,57,9,3.22,AU,1698362088
328,dalbandin,28.8947,64.4101,24.3,28,97,2.83,PK,1698362088
329,irkutsk,52.2978,104.2964,5.72,87,0,5.0,RU,1698362088
330,usogorsk,63.4106,48.6872,-3.52,83,100,2.69,RU,1698362088
331,palmer,42.1584,-72.3287,20.51,73,75,0.0,US,1698362089
332,talnakh,69.4865,88.3972,-16.85,93,35,0.94,RU,1698362089
333,lompoc,34.6391,-120.4579,23.21,69,20,10.73,US,1698361837
334,otjimbingwe,-22.35,16.1333,21.44,43,26,1.84,NA,1698362089
335,timmins,48.4669,-81.3331,3.9,93,100,5.66,CA,1698362089
336,bweyogerere,0.3558,32.6672,18.5,96,65,0.61,UG,1698362090
337,ad dabbah,18.05,30.95,29.84,19,47,5.79,SD,1698362090
338,lycksele,64.5954,18.6735,-5.07,93,75,0.0,SE,1698362090
339,maricopa,33.0581,-112.0476,29.12,33,0,3.09,US,1698362090
340,nacozari de garcia,30.3742,-109.6908,23.71,26,0,3.72,MX,1698362090
341,juneau,58.3019,-134.4197,7.0,81,20,2.57,US,1698362091
342,kyakhta,50.3508,106.4494,0.75,58,93,1.33,RU,1698362091
343,kalmunai,7.4167,81.8167,24.91,85,75,1.62,LK,1698362091
344,lorengau,-2.0226,147.2712,27.55,80,78,2.04,PG,1698362091
345,kavieng,-2.5744,150.7967,27.74,76,100,0.54,PG,1698362091
346,tidjikja,18.5564,-11.4271,29.52,20,12,4.89,MR,1698362092
347,ciudad lazaro cardenas,17.9583,-102.2,27.72,83,98,4.15,MX,1698361862
348,smithers,54.7804,-127.1743,3.18,41,0,1.03,CA,1698362092
349,port sudan,19.6175,37.2164,29.25,72,77,2.11,SD,1698362092
350,es castell,39.8795,4.2854,22.38,83,0,8.75,ES,1698362092
351,bam,29.106,58.357,22.5,37,100,4.61,IR,1698362093
352,grand-bassam,5.2118,-3.7388,25.98,91,88,2.76,CI,1698362093
353,solnechnyy,50.7214,136.6319,0.57,74,4,0.78,RU,1698362093
354,kone,-21.0595,164.8658,25.89,75,98,2.68,NC,1698362093
355,amarante do maranhao,-5.5667,-46.7422,29.79,41,30,2.36,BR,1698362094
356,timbuktu,16.7735,-3.0074,30.54,9,74,3.61,ML,1698362094
357,naracoorte,-36.9579,140.7383,13.28,48,3,3.8,AU,1698362094
358,sibolga,1.7427,98.7792,24.03,95,100,0.74,ID,1698362094
359,makary,12.5717,14.4666,27.39,41,7,4.37,CM,1698362094
360,tyukhtet,56.5389,89.3011,0.76,81,96,9.16,RU,1698362095
361,alice springs,-23.7,133.8833,16.75,16,0,7.2,AU,1698361825
362,hastings,50.8552,0.5729,12.51,51,100,3.94,GB,1698361970
363,cabo san lucas,22.8909,-109.9124,27.61,53,0,5.14,MX,1698362030
364,lae,-6.7221,146.9847,28.51,65,91,0.64,PG,1698362095
365,skeldon,5.8833,-57.1333,26.98,82,99,3.7,GY,1698362096
366,ceeldheer,3.8488,47.1806,27.28,79,41,4.9,SO,1698362096
367,plouzane,48.3833,-4.6167,14.03,82,75,6.69,FR,1698362096
368,banff,51.1762,-115.5698,-5.09,66,100,1.59,CA,1698362009
369,san jose,37.3394,-121.895,21.49,40,40,5.66,US,1698361847
370,vorkuta,67.5,64.0,-9.62,95,100,3.35,RU,1698362096
371,rosetta,31.4044,30.4164,24.04,78,100,3.3,EG,1698362097
372,fortuna,40.5982,-124.1573,15.52,58,0,4.12,US,1698362097
373,labrador city,52.9463,-66.9114,-1.05,59,100,3.09,CA,1698362097
374,mount pearl,47.5166,-52.7813,9.42,91,100,3.09,CA,1698362097
375,conceicao da barra,-18.5933,-39.7322,24.73,90,83,1.74,BR,1698362097
376,bamyan,34.75,67.25,1.31,81,93,0.98,AF,1698362098
377,kununurra,-15.7667,128.7333,29.99,14,58,6.17,AU,1698362098
378,shipunovo,52.1582,82.2173,-1.24,65,55,6.24,RU,1698362098
379,sinan,34.8262,126.1086,16.06,55,0,10.79,KR,1698362098
380,klyuchi,52.2667,79.1667,-1.07,59,6,6.79,RU,1698362099
381,cadale,2.7603,46.3222,27.41,80,43,4.25,SO,1698362099
382,andergrove,-21.0833,149.1833,28.14,48,28,6.83,AU,1698362099
383,yangjiang,21.85,111.9667,22.46,86,15,1.81,CN,1698362100
384,sironj,24.1,77.7,19.86,40,0,1.17,IN,1698362100
385,turpan,42.9333,89.1667,14.3,38,33,0.43,CN,1698362100
386,singarayakonda,15.25,80.0333,24.22,66,15,3.06,IN,1698362101
387,puerto pilon,9.3644,-79.7933,26.01,90,100,2.23,PA,1698362102
388,grootfontein,-19.5667,18.1167,25.08,23,9,3.7,NA,1698362103
389,girov,46.95,26.5167,16.18,56,88,2.13,RO,1698362104
390,portland,45.5234,-122.6762,12.11,81,40,3.09,US,1698361892
391,amroha,28.9167,78.4667,18.72,50,0,2.03,IN,1698362105
392,baruun-urt,46.6806,113.2792,2.26,34,9,1.82,MN,1698362105
393,alindao,5.0267,21.2088,19.76,99,97,0.84,CF,1698362106
394,tynda,55.1667,124.7167,-14.55,96,99,0.5,RU,1698362107
395,bamboo flat,11.7,92.7167,25.05,100,40,0.0,IN,1698362110
396,kalispell,48.1958,-114.3129,-2.35,64,100,4.63,US,1698361841
397,rio bueno,-40.3167,-72.9667,13.08,71,100,1.32,CL,1698362114
398,eenhana,-17.4667,16.3333,24.65,46,85,5.54,NA,1698362117
399,oarai,36.3167,140.6,16.3,67,9,0.88,JP,1698362118
400,tromso,69.6496,18.957,2.01,93,100,4.63,NO,1698362118
401,pangody,65.85,74.4859,-11.76,93,91,4.72,RU,1698362119
402,victoria falls,-17.9235,25.843,24.9,41,3,2.25,ZW,1698362120
403,eyl,7.9803,49.8164,26.6,81,43,4.16,SO,1698362120
404,guanare,9.0418,-69.7421,25.21,86,65,1.72,VE,1698362121
405,pastos bons,-6.6017,-44.0767,30.89,32,78,1.46,BR,1698361882
406,umba,66.6871,34.3429,-1.23,79,96,3.64,RU,1698362122
407,isangel,-19.55,169.2667,28.06,83,40,1.03,VU,1698362122
408,coquimbo,-29.9533,-71.3436,13.82,78,19,2.3,CL,1698361998
409,bargaal,11.2864,51.0773,25.72,80,62,1.89,SO,1698362123
410,itaituba,-4.2761,-55.9836,28.67,62,82,0.45,BR,1698362064
411,atamyrat,37.8357,65.2106,19.39,42,71,2.55,TM,1698362124
412,ciudad guayana,8.3533,-62.6528,25.59,87,93,2.54,VE,1698362125
413,saint george,37.1041,-113.5841,23.47,34,0,6.69,US,1698362029
414,namibe,-15.1961,12.1522,20.15,76,89,1.81,AO,1698362126
415,nogliki,51.8333,143.1667,2.97,82,73,3.13,RU,1698362127
416,tarrafal,15.2833,-23.7667,27.44,81,100,8.16,CV,1698362127
417,kruisfontein,-34.0033,24.7314,15.79,88,94,8.1,ZA,1698362127
418,cuauhtemoc,28.4167,-106.8667,24.99,10,0,2.96,MX,1698361853
419,porbandar,21.6422,69.6093,26.42,60,3,2.29,IN,1698362128
420,maceio,-9.6658,-35.7353,24.69,94,0,4.12,BR,1698361967
421,lobujya,27.95,86.8167,-11.03,39,0,2.23,NP,1698362129
422,benghazi,32.1167,20.0667,23.45,72,1,5.51,LY,1698361943
423,mbandaka,0.0487,18.2603,20.71,97,100,1.69,CD,1698362130
424,broome,42.2506,-75.833,18.38,82,95,0.45,US,1698362130
425,valea calugareasca,44.9667,26.15,14.28,91,46,1.37,RO,1698362131
426,kupang,-10.1667,123.5833,28.32,78,20,2.57,ID,1698362131
427,kraichtal,49.1303,8.7437,11.71,89,100,1.93,DE,1698362132
428,el nido,11.1858,119.3956,28.05,78,82,2.17,PH,1698362132
429,nova sintra,14.8667,-24.7167,24.98,78,96,8.51,CV,1698362132
430,xinzhi,36.4989,111.7047,13.67,29,9,1.51,CN,1698362133
431,parkland,47.1554,-122.434,12.08,63,100,3.6,US,1698362133
432,metlili chaamba,32.2667,3.6333,22.52,27,0,0.0,DZ,1698362134
433,misratah,32.3754,15.0925,23.03,74,0,2.75,LY,1698362047
434,hammerfest,70.6634,23.6821,-1.75,74,75,1.54,NO,1698362134
435,banjar,-8.19,114.9675,26.13,73,54,1.67,ID,1698362135
436,enewetak,11.3474,162.3373,28.74,76,100,7.19,MH,1698362135
437,menaka,15.9182,2.4022,29.72,10,98,1.93,ML,1698362135
438,hohhot,40.8106,111.6522,7.73,36,0,0.88,CN,1698361848
439,praia da vitoria,38.7333,-27.0667,16.53,77,20,4.75,PT,1698362136
440,acajutla,13.5928,-89.8275,27.45,81,100,1.33,SV,1698361888
441,shwebo,22.5667,95.7,21.39,95,3,1.62,MM,1698362137
442,villa gesell,-37.2639,-56.973,16.69,64,9,8.37,AR,1698362137
443,kasungu,-13.0333,33.4833,25.48,44,63,4.13,MW,1698362138
444,pauini,-7.7136,-66.9764,29.62,54,69,1.34,BR,1698361885
445,gumdag,39.2061,54.5906,18.77,59,51,4.2,TM,1698362139
446,chukhloma,58.7525,42.6825,-3.84,79,75,1.79,RU,1698362139
447,tufanbeyli,38.2633,36.2206,12.26,62,100,1.59,TR,1698362139
448,kittila,67.6647,24.8936,-3.92,93,75,0.51,FI,1698362139
449,lethem,3.3803,-59.7968,30.03,54,93,2.67,GY,1698362140
450,luwingu,-10.2621,29.9271,23.94,46,96,1.81,ZM,1698362140
451,hinton,53.4001,-117.5857,-3.87,66,100,2.92,CA,1698362140
452,al qaryatayn,34.2296,37.2407,19.61,39,95,1.69,SY,1698362141
453,markaz-e hukumat-e darweshan,31.1323,64.1934,22.06,23,81,2.14,AF,1698362141
454,bikenibeu village,1.3673,173.1241,27.98,83,75,2.06,KI,1698362141
455,riyadh,24.6877,46.7219,22.08,55,1,4.0,SA,1698362104
456,naxos,37.1056,25.3764,22.95,75,77,1.79,GR,1698362125
457,prince george,53.9166,-122.753,3.47,37,0,4.12,CA,1698361983
458,quesnel,52.9999,-122.5029,4.28,33,0,6.69,CA,1698362142
459,taghazout,30.5426,-9.7112,20.43,79,13,2.59,MA,1698362142
460,okhotsk,59.3833,143.3,-3.44,93,100,5.46,RU,1698362142
461,coyhaique,-45.5752,-72.0662,9.97,66,75,2.06,CL,1698362143
462,kalach-na-donu,48.691,43.5264,3.21,96,100,3.69,RU,1698362143
463,castillos,-34.1667,-53.8333,10.39,75,0,2.05,UY,1698362143
464,cuyo,10.8525,121.0086,28.91,75,85,6.09,PH,1698362143
465,mil'kovo,55.6078,37.7956,-2.59,94,100,6.1,RU,1698362144
466,santana,-0.0583,-51.1817,30.1,62,0,5.14,BR,1698362144
467,klaksvik,62.2266,-6.589,9.51,85,75,11.26,FO,1698362144
468,ixtapa,20.7,-105.2,29.57,62,40,3.09,MX,1698362144
469,aver-o-mar,41.4078,-8.7812,16.25,80,44,6.33,PT,1698362144
470,panama city beach,30.1766,-85.8055,25.07,72,75,2.06,US,1698362145
471,zeya,53.75,127.2667,-5.29,68,35,1.57,RU,1698362145
472,mount isa,-20.7333,139.5,21.87,15,0,7.2,AU,1698362145
473,karuri,-0.7,37.1833,19.13,86,76,0.28,KE,1698362145
474,minas de marcona,-15.2119,-75.1103,15.4,82,97,4.6,PE,1698362146
475,nguigmi,14.2495,13.1092,28.27,22,3,4.02,NE,1698362146
476,cidreira,-30.1811,-50.2056,15.81,75,21,3.64,BR,1698362146
477,sorsk,54.0033,90.2467,1.8,80,73,9.35,RU,1698362146
478,likasi,-10.9814,26.7333,23.0,43,100,1.31,CD,1698362147
479,al kharijah,25.4514,30.5464,26.37,30,8,3.51,EG,1698362147
480,bykovo,55.6361,38.0803,-2.47,87,100,5.0,RU,1698362147
481,al bawiti,28.3492,28.8659,23.93,41,100,4.06,EG,1698362148
482,maun,-19.9833,23.4167,22.98,56,0,3.09,BW,1698362148
483,timimoun,29.2639,0.231,23.21,23,0,1.54,DZ,1698362148
484,khosta,43.5147,39.8689,18.02,72,100,8.05,RU,1698362148
485,linjiang,41.8069,126.9078,2.51,51,0,0.43,CN,1698362148
486,saurimo,-9.6608,20.3916,18.73,91,92,2.03,AO,1698362149
487,tosontsengel,48.7567,98.2839,0.04,39,9,0.36,MN,1698362149
488,guli,28.8833,120.0333,18.77,93,97,0.54,CN,1698362149
489,manosque,43.8288,5.7869,16.98,89,100,8.17,FR,1698362149
490,robertsport,6.7533,-11.3686,26.91,85,65,4.01,LR,1698362150
491,guiuan,11.0333,125.7247,27.06,83,29,3.93,PH,1698362150
492,callao,-12.0667,-77.15,21.51,73,40,4.12,PE,1698362150
493,dauphin,51.1494,-100.0502,-1.92,59,100,4.12,CA,1698362150
494,colona,41.4839,-90.3532,19.29,93,100,5.66,US,1698362151
495,sao vicente,-23.9631,-46.3919,23.1,59,100,1.34,BR,1698362151
496,sinabang,2.4803,96.3801,25.49,84,98,2.12,ID,1698362151
497,marand,38.4329,45.7749,13.51,52,98,0.31,IR,1698362151
498,preobrazheniye,42.9019,133.9064,6.97,46,16,2.8,RU,1698362152
499,fuglafjordur,62.244,-6.814,9.26,85,82,10.8,FO,1698362152
500,mayna,54.1135,47.6231,-0.45,71,98,4.31,RU,1698362152
501,kasongo,-4.45,26.6667,20.34,99,72,1.47,CD,1698362152
502,siverskiy,59.3544,30.0783,-0.8,81,100,3.74,RU,1698362152
503,antsiranana,-12.2787,49.2917,23.74,84,6,2.63,MG,1698362153
504,orchard homes,46.8633,-114.0484,-2.92,63,100,5.14,US,1698362153
505,north branch,45.5113,-92.9802,13.04,99,100,3.5,US,1698362153
506,usinsk,65.9939,57.5281,-13.29,97,79,3.58,RU,1698362153
507,bandirma,40.3522,27.9767,16.01,82,40,0.0,TR,1698362153
508,shatrovo,56.5167,64.6333,-7.81,88,13,4.64,RU,1698362154
509,sisimiut,66.9395,-53.6735,-1.85,81,100,5.45,GL,1698362154
510,hobyo,5.3505,48.5268,27.58,77,24,4.09,SO,1698362154
511,daru,-9.0763,143.2092,27.6,75,64,3.41,PG,1698362154
512,covington,39.0837,-84.5086,23.45,67,20,2.57,US,1698362107
513,ola,59.5833,151.2833,-3.15,63,65,2.88,RU,1698362155
514,wanxian,30.8039,108.3897,15.83,94,100,1.69,CN,1698362155
515,fort bragg,35.139,-79.006,23.23,72,0,0.0,US,1698362155
516,yarmouth,41.7057,-70.2286,18.26,81,0,1.79,US,1698362051
517,la leonesa,-27.0379,-58.7035,22.01,65,28,3.13,AR,1698362156
518,batken,39.8333,71.0,4.31,58,99,3.8,KG,1698362156
519,talcahuano,-36.7167,-73.1167,13.82,72,0,7.2,CL,1698362156
520,ebon,4.582,168.6964,28.55,75,95,3.74,MH,1698362156
521,sihanoukville,10.6093,103.5296,24.97,100,40,0.0,KH,1698362156
522,ocean shores,46.9737,-124.1563,11.88,82,100,2.06,US,1698361935
523,sabang,5.8933,95.3214,27.51,76,87,5.38,ID,1698362157
524,kita,13.0349,-9.4895,25.46,23,10,1.37,ML,1698362157
525,bayganin,48.6947,55.8742,0.7,44,100,5.4,KZ,1698362157
526,port douglas,-16.4833,145.4667,25.81,61,53,2.19,AU,1698361889
527,comal,29.8169,-98.3003,26.44,86,55,1.34,US,1698362158
528,san antonio de pale,-1.4014,5.6325,25.86,85,90,3.87,GQ,1698362158
529,garoowe,8.4054,48.4845,24.1,80,57,4.73,SO,1698362158
530,fale old settlement,-9.3852,-171.2468,28.46,78,78,6.45,TK,1698362159
531,gaalkacyo,6.7697,47.4308,25.34,79,47,4.78,SO,1698362159
532,al-hamdaniya,36.2715,43.3737,22.45,44,100,1.9,IQ,1698362159
533,kindia,10.0569,-12.8658,22.57,93,89,1.05,GN,1698362159
534,bikin,46.8161,134.26,2.94,63,60,0.88,RU,1698362159
535,newman,37.3138,-121.0208,20.19,44,1,3.58,US,1698362160
536,jamsankoski,61.919,25.1701,-5.73,88,15,2.34,FI,1698362160
537,shakiso,5.75,38.9167,14.04,98,55,1.43,ET,1698362160
538,barcelos,41.5388,-8.6151,16.03,90,42,2.91,PT,1698362161
539,tereze,43.9361,42.4434,12.1,69,100,3.86,RU,1698362161
540,swan hill,-35.3378,143.5544,14.36,41,0,3.93,AU,1698362161
541,san luis de la loma,17.2706,-100.8939,27.53,83,89,2.39,MX,1698362161
542,hasaki,35.7333,140.8333,16.27,54,64,3.18,JP,1698362162
543,nizhneangarsk,55.7833,109.55,1.67,92,96,2.24,RU,1698362162
544,challapata,-18.9,-66.7667,16.74,16,79,4.22,BO,1698361879
545,katoomba,-33.7198,150.3074,12.15,82,80,0.89,AU,1698362163
546,ribas do rio pardo,-20.4431,-53.7592,23.47,91,98,3.52,BR,1698362163
547,becerril,9.7041,-73.2793,25.86,85,54,0.9,CO,1698362163
548,winslow,35.0242,-110.6974,21.1,28,0,7.2,US,1698362163
549,kailua-kona,19.6406,-155.9956,29.77,71,20,4.63,US,1698361941
550,belyy yar,53.6039,91.3903,8.94,53,0,9.0,RU,1698362164
551,tralee,52.2704,-9.7026,8.19,95,73,2.35,IE,1698362164
552,carnarvon,-24.8667,113.6333,19.61,74,11,11.82,AU,1698361874
553,nadym,65.5333,72.5167,-9.45,91,98,3.62,RU,1698362165
554,kolonia,50.9333,6.95,11.57,91,40,2.57,DE,1698362165
555,chernyshevskiy,63.0128,112.4714,-9.09,100,97,0.65,RU,1698362165
556,bryne,58.7354,5.6477,5.55,80,100,0.0,NO,1698362166
557,tofol,5.3248,163.0078,27.88,83,100,3.6,FM,1698362166
558,la passe,45.5549,-0.8967,13.32,81,63,9.72,FR,1698362166
